,plate,mjd,fiberid,z,subclass,e_bv_sfd,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,oi_6300_flux,sii_6717_flux,sii_6731_flux,neiii_3869_flux,oii_3726_flux,oii_3729_flux,h_alpha_eqw,nii_6584_eqw,psfMag_g,psfMag_z
10707,578,52339,467,0.06828356,b'AGN',0.02636108,301.2829,71.02004,785.9604,315.7781,43.10537,117.7763,93.24754,54.37712,100.7182,104.5473,-6.678675,-6.974914,18.402,16.69934
10708,578,52339,551,0.06916042,b'STARBURST',0.03012233,368.9053,118.243,164.887,67.10974,11.9175,74.09845,51.95967,15.42787,194.9763,231.3799,-49.69243,-8.981758,19.37536,18.94668
10709,580,52368,392,0.2304404,b'STARBURST',0.03909088,1348.385,323.8006,590.8897,329.6942,34.40923,147.4078,109.6488,23.22128,326.6788,324.9212,-277.1557,-69.33766,19.53632,19.0511
10710,579,52338,635,0.2304093,b'STARBURST',0.03909088,1315.52,343.1263,592.692,313.8262,23.85613,136.2357,107.1273,41.98278,329.3016,308.6289,-266.8407,-63.88699,19.53632,19.0511
10711,581,52356,394,0.1020694,b'AGN',0.042136,440.4985,89.20154,417.4983,292.1041,48.67594,120.062,98.72645,44.04169,114.9149,161.5124,-27.30739,-18.10517,19.13011,17.54683
10712,564,52224,524,0.02833841,b'AGN',0.03849199,165.7143,46.57806,122.7653,152.0144,20.5965,64.68291,54.51175,20.23911,74.99075,73.33162,-4.085217,-3.454157,17.59392,16.43669
10713,564,52224,606,0.07640931,b'AGN',0.03958117,176.964,41.228,187.5438,181.0362,26.89272,65.514,49.71009,23.31996,45.33024,53.62378,-17.41451,-16.76388,19.34174,17.83595
10714,566,52238,410,0.1233169,b'',0.03502042,171.4869,25.13662,93.63428,150.4741,18.69315,52.045,38.42418,14.9836,43.45945,50.47331,-16.51758,-13.94313,19.94716,18.04286
10715,572,52289,323,0.04867509,b'STARBURST',0.05347286,314.0651,89.28945,184.5086,37.19749,9.534911,42.05256,30.94272,14.79411,118.0836,129.8623,-42.09547,-4.274919,19.14245,18.63973
10716,574,52355,415,0.0448557,b'STARBURST',0.03126074,780.4953,247.1535,833.1561,39.70923,25.04931,97.61652,68.31715,66.23961,329.6619,404.861,-100.2554,-5.206418,18.90533,18.72846
10717,574,52355,444,0.05361411,b'STARBURST',0.02898478,637.1091,197.3184,490.563,65.99,16.84366,91.14439,60.56876,43.30454,274.0562,331.6612,-81.00292,-8.252463,19.15391,18.7057
10718,574,52355,458,0.03203029,b'STARBURST',0.02827914,4758.372,1152.151,603.2176,1714.037,129.1136,731.1772,555.862,50.14573,1266.445,1007.717,-59.55775,-21.40423,16.97687,16.19277
10719,575,52319,407,0.1834867,b'STARBURST',0.02085102,655.2185,170.6885,192.9627,158.2664,23.13088,104.7614,87.75465,17.67273,210.6047,227.3729,-75.12785,-18.60727,19.1151,18.45642
10720,576,52325,528,0.04509191,b'STARBURST',0.02292532,695.5214,178.1012,348.7104,108.5014,21.47528,122.4005,82.5597,27.99696,256.7198,305.7326,-79.85239,-13.16977,19.29395,18.63286
10721,577,52367,371,0.08289248,b'STARBURST',0.02474255,2506.163,774.8451,2631.662,245.9367,51.8231,214.5231,162.0801,176.9684,804.0847,997.234,-236.841,-23.68374,18.48004,18.07768
10722,561,52295,104,0.03255431,b'STARBURST',0.008051856,911.8995,259.0929,939.8402,81.16125,25.26414,108.6135,78.82318,64.51813,288.2332,373.9362,-80.7617,-7.36687,18.4331,18.20423
10723,561,52295,118,0.03179847,b'STARBURST',0.007723625,1195.274,371.2158,892.4088,167.0468,26.17825,174.7713,120.5423,68.47602,531.4412,548.4316,-79.59128,-11.23561,18.32154,17.86556
10724,580,52368,407,0.04342744,b'STARFORMING',0.02573838,503.5245,133.0033,145.5415,147.8413,15.44417,122.0717,88.18407,26.0129,181.5316,192.6925,-26.65086,-7.586688,18.69601,17.42727
10725,580,52368,453,0.03457342,b'STARBURST',0.02697667,407.4702,132.0919,251.8549,50.04965,14.47102,77.44083,55.88849,19.31834,263.138,291.0602,-53.88372,-6.741723,19.18343,18.76612
10726,580,52368,530,0.1530144,b'AGN',0.02638977,1229.623,229.5083,462.8307,905.9944,67.20376,236.0113,179.8981,52.5841,132.0079,217.2859,-57.23106,-39.74311,18.54296,17.24368
10727,599,52317,198,0.07604591,b'STARBURST',0.0224149,961.3522,291.0504,583.7671,146.6423,25.28999,143.4421,102.1134,36.63602,379.2636,397.5041,-88.53746,-13.91591,18.34317,18.03675
10728,599,52317,157,0.03460668,b'STARBURST',0.02144466,1607.779,380.1394,589.9041,353.6361,64.80888,316.4842,221.9383,45.6701,463.4676,666.928,-53.52414,-11.82732,18.02333,17.00734
10729,599,52317,159,0.03517161,b'STARBURST',0.02115142,469.7811,135.7941,353.8694,37.13694,18.46368,78.22021,53.48342,37.78789,233.1955,227.5578,-61.7745,-5.030445,19.0596,18.67762
10730,601,52316,399,0.1333283,b'STARBURST',0.02088905,1259.839,377.6817,1277.572,120.6732,34.24732,119.1372,87.42683,84.8622,369.5862,416.2371,-131.744,-13.58012,18.56491,18.30391
10731,602,52072,114,0.1749931,b'STARBURST',0.01860552,423.9293,130.1677,420.3516,42.27664,16.14358,50.29049,33.52392,36.91305,190.0454,175.3626,-174.6336,-22.5178,19.63259,19.30541
10732,603,52056,192,0.1444932,b'AGN BROADLINE',0.01567748,539.7371,123.0863,1118.099,357.9754,65.95189,90.97034,98.72092,113.799,80.31762,133.1596,-60.09495,-34.37738,19.41691,18.11452
10733,604,52079,198,0.06747361,b'STARBURST',0.01684922,374.9085,136.1363,424.8512,45.59614,12.14055,52.9237,34.97048,38.57528,203.4271,235.0208,-43.19632,-5.391662,18.90305,18.79731
10734,604,52079,200,0.06920406,b'STARBURST',0.01738822,654.182,179.507,180.8025,160.8954,22.38769,130.9007,92.63329,20.4584,217.6108,239.2948,-53.67028,-13.29628,18.79859,18.12985
10735,599,52317,491,0.2390616,b'STARBURST',0.02011975,1099.876,260.5654,351.8596,264.6636,35.209,141.1907,112.9839,20.99999,269.8015,280.0574,-210.5272,-50.73453,19.42143,18.69923
10736,599,52317,488,0.1355914,b'AGN',0.0192919,143.4082,34.21382,161.648,81.0594,11.16187,39.5284,19.67946,22.35816,43.53566,43.44196,-14.3623,-8.897629,19.66937,18.03162
10737,600,52317,438,0.1103352,b'AGN',0.01812108,206.0182,59.57375,272.3934,109.9956,21.12376,78.45869,64.73293,31.91989,112.6473,105.5856,-17.068,-10.00398,19.45135,17.85587
10738,603,52056,475,0.05931085,b'STARFORMING',0.02087751,209.3902,66.81539,139.0027,19.42805,6.443178,39.00755,27.00819,17.53061,81.79609,114.5963,-42.52691,-3.496809,19.86544,19.3767
10739,604,52079,440,0.1048902,b'AGN',0.02037747,196.9214,46.36471,286.92,229.1039,27.45214,50.3113,41.42083,32.10103,41.96988,70.7616,-6.271779,-7.247365,18.44588,16.87426
10740,601,52316,421,0.1033441,b'AGN',0.01771677,751.2656,185.3196,2546.89,777.4786,119.7065,162.7651,195.6097,215.5091,245.6116,124.0561,-36.87302,-36.80603,18.84501,17.31144
10741,602,52072,335,0.1017599,b'STARBURST',0.02098376,793.9713,131.3352,120.6566,343.7201,26.03377,117.6929,96.10091,18.49852,70.38265,77.4655,-52.96514,-23.3257,19.05462,17.60889
10742,602,52072,500,0.06580243,b'STARBURST',0.01587873,2530.449,709.9427,1686.814,382.4251,47.03521,259.0521,189.2769,114.6216,929.4766,756.8923,-152.8636,-22.91988,18.02645,17.6528
10743,603,52056,426,0.2277204,b'STARBURST',0.0195505,644.5652,176.1551,316.0699,118.3589,18.51523,83.03807,59.1824,18.27326,188.2601,193.1442,-158.62,-28.56603,19.56722,18.92801
10744,604,52079,490,0.1238247,b'AGN',0.01764156,277.9536,74.78539,708.1349,244.2643,26.97399,77.50826,77.50287,66.58013,81.0462,79.63396,-31.59086,-26.92542,19.64711,18.26521
10745,600,52317,619,0.1097188,b'STARBURST',0.02712778,452.5157,135.1557,227.0032,92.58712,13.67206,72.32917,47.71926,19.65033,166.2926,187.7392,-83.66158,-16.61711,19.51766,18.61779
10746,601,52316,576,0.1403355,b'AGN',0.02069193,315.4971,83.91824,732.0392,333.7097,37.59991,91.71104,89.64813,59.51749,97.6621,102.016,-18.65852,-19.1816,19.30755,17.54313
10747,602,52072,369,0.02766231,b'STARBURST',0.0119116,3671.716,1153.759,6726.596,98.62624,47.71234,183.4324,127.0817,544.2362,893.693,1023.918,-354.1114,-10.53463,18.03201,18.28335
10748,602,52072,380,0.02764952,b'STARBURST',0.01163021,736.2151,213.553,167.8521,162.5967,17.90837,165.5366,116.7722,20.73372,292.31,329.9906,-46.06334,-10.41924,18.55343,17.99148
10749,603,52056,575,0.1283092,b'AGN',0.01864014,115.0853,29.06906,191.8359,126.0492,17.09351,50.74794,39.86884,21.01479,79.70857,66.67312,-10.75691,-11.20919,19.57908,17.82223
10750,610,52056,439,0.06929249,b'STARBURST',0.01212276,1022.036,290.9572,390.9305,256.6397,22.34527,147.6609,106.1164,21.24374,295.9378,306.9108,-84.07434,-21.7438,18.52481,18.13443
10751,610,52056,426,0.06945137,b'STARBURST',0.01101329,878.5458,249.3994,479.2255,144.3047,31.06751,152.7744,107.1854,40.00314,295.9794,434.047,-101.706,-16.98747,18.94991,18.44065
10752,610,52056,547,0.1452761,b'STARFORMING',0.009642941,321.8246,52.27464,140.3593,166.1018,16.8764,57.72454,42.44496,18.71589,34.40817,45.5537,-31.13451,-17.01026,19.90843,18.02664
10753,607,52368,608,0.05823571,b'STARBURST',0.02173814,1608.493,404.1927,272.2758,540.2314,48.77337,284.0043,200.997,26.95447,327.2076,475.865,-69.32392,-23.44193,18.16662,17.33629
10754,607,52368,609,0.0479423,b'STARBURST',0.02245468,6011.126,1521.05,2058.328,2319.284,489.6516,1396.145,1133.289,198.8961,2578.09,2107.405,-82.97209,-31.3042,16.84363,15.99827
10755,601,52316,469,0.1271972,b'STARBURST',0.02047647,537.7646,144.4238,134.1592,140.9855,22.8413,96.84843,72.95647,20.29416,143.6023,183.7953,-59.67186,-15.83478,18.93596,18.33541
10756,602,52072,348,0.09171923,b'STARBURST',0.0209101,1808.438,532.3528,1490.584,269.6856,49.35752,212.1391,154.8398,101.6416,680.4667,642.2476,-157.3497,-23.64682,18.23562,17.93993
10757,602,52072,433,0.04877009,b'STARBURST',0.01701111,3397.286,685.8452,363.1866,1175.193,91.64835,625.1978,458.1716,25.55835,607.3313,534.4017,-154.5468,-53.5978,18.15065,17.24968
10758,603,52056,346,0.0311898,b'STARBURST',0.01788074,874.0519,274.6747,1203.516,37.53965,16.77694,80.13297,55.14328,80.60686,297.9712,320.4212,-188.8203,-8.933326,19.23285,19.44864
10759,583,52055,85,0.222493,b'STARBURST',0.03141506,616.8729,174.6472,389.8045,101.6004,16.38978,71.24662,52.74791,23.69931,207.1445,220.1627,-167.9633,-28.38424,19.54782,19.05488
10760,584,52049,133,0.1367304,b'STARBURST',0.02640563,331.3751,93.32523,186.4144,55.56848,8.706648,44.64918,36.78181,17.83261,95.71939,101.6696,-110.0198,-20.63745,20.00145,19.10519
10761,584,52049,100,0.03559589,b'AGN',0.03615575,730.9058,168.7324,428.9052,512.9291,165.8687,286.085,253.6217,73.67895,413.6069,315.4003,-9.59398,-6.473413,17.23001,15.58765
10762,586,52023,85,0.0294921,b'AGN',0.03150852,969.9403,250.6125,1331.067,1489.743,126.3403,377.7809,278.0482,168.9326,264.2727,495.9952,-9.830911,-14.21616,17.22007,15.47186
10763,587,52026,125,0.03045658,b'STARBURST',0.03777355,1159.814,328.1875,638.1938,142.6668,32.45862,207.9476,142.9037,49.83701,489.339,526.3302,-99.43964,-12.53211,18.67305,18.28576
10764,582,52045,105,0.1815813,b'AGN',0.02718192,195.2932,53.24237,573.2539,178.9288,26.99529,57.1826,49.63564,42.4846,58.58367,49.29716,-20.35719,-17.59246,19.7908,17.9406
10765,583,52055,105,0.1150076,b'STARBURST',0.03021647,4015.932,953.9924,1399.577,1204.143,100.5479,513.8051,404.386,76.00888,816.8569,797.376,-157.3678,-47.8855,17.60804,16.91062
10766,586,52023,301,0.05740632,b'STARBURST',0.02632769,1037.146,287.8365,592.6237,169.9377,19.81826,110.8198,84.7215,31.89675,341.0392,327.1118,-147.1469,-25.0268,19.07176,18.44388
10767,592,52025,161,0.09023764,b'STARBURST',0.04509046,1368.299,446.4076,1480.522,121.6555,25.42389,133.6132,102.1524,106.5375,499.6027,571.0701,-218.9543,-19.96917,18.91718,18.70634
10768,593,52026,151,0.1739511,b'AGN',0.04671188,453.4083,111.8022,714.8035,421.2999,53.06988,146.6427,114.7705,65.33722,128.4538,136.1797,-36.02713,-32.96601,19.60459,17.91146
10769,583,52055,184,0.144858,b'AGN',0.02528522,185.727,42.75841,203.7642,147.3313,14.77165,48.11412,38.24887,24.48237,43.17337,49.28318,-23.5916,-18.82674,19.59929,18.25236
10770,583,52055,68,0.04932914,b'STARBURST',0.03213803,1108.332,287.4706,626.5865,162.7954,32.30691,153.3975,112.5743,33.33608,375.6106,414.1066,-94.8901,-14.44213,18.6221,17.85361
10771,584,52049,261,0.09427974,b'STARBURST',0.03166375,566.9223,171.7727,272.3347,89.60365,26.1212,106.0183,73.10933,23.93172,292.9143,306.9298,-56.20326,-9.052846,18.5077,18.02131
10772,586,52023,474,0.04095652,b'STARBURST',0.04132289,1003.539,293.0981,928.1849,77.95075,22.00327,120.756,81.84535,56.01944,301.5784,346.7408,-121.5844,-9.225164,19.35777,18.82174
10773,587,52026,349,0.1459844,b'STARFORMING BROADLINE',0.04946307,290.735,52.69659,106.5488,172.1155,16.53866,56.73037,53.40009,14.00957,39.66884,47.86559,-16.67496,-9.973852,19.11222,17.42545
10774,587,52026,357,0.02834044,b'STARFORMING',0.03399628,204.2673,63.26781,146.7425,18.3668,6.696259,32.10944,18.83225,10.4792,76.87156,86.17363,-47.48863,-4.356966,19.94238,19.44225
10775,587,52026,552,0.05717905,b'STARBURST',0.03576253,1241.349,359.1293,638.7933,183.9549,35.08565,207.0272,150.5215,43.93086,512.1411,546.893,-114.3896,-17.14289,18.74119,18.51774
10776,590,52057,237,0.1237943,b'STARBURST',0.04304623,1720.966,248.7191,182.4519,1020.836,88.47648,293.0253,285.0997,27.08644,232.2726,164.2169,-73.00142,-42.24767,18.658,17.13205
10777,590,52057,200,0.04256121,b'STARBURST',0.04351731,2031.523,604.3734,2463.361,113.9357,49.44848,209.1702,141.1339,216.2355,728.9074,982.691,-200.1922,-11.84555,18.51319,18.50282
10778,590,52057,153,0.07804115,b'AGN',0.04441566,2635.596,471.6257,2420.057,2939.871,164.0484,500.658,472.422,204.6184,288.2782,266.6878,-74.83178,-77.3005,17.95862,16.55293
10779,595,52023,265,0.05485509,b'STARBURST',0.1718741,2217.007,619.3785,897.6692,423.6411,54.70741,343.7673,253.4371,65.15043,523.1382,841.0181,-114.2827,-22.20011,18.8164,17.90872
10780,595,52023,183,0.0730226,b'STARBURST',0.157558,1198.403,373.5558,972.9839,137.7706,47.25584,171.3742,125.493,86.34525,509.0298,736.8401,-81.56881,-9.218098,18.77063,18.10016
10781,582,52045,440,0.02973338,b'STARBURST',0.02542448,3891.675,1098.436,3428.955,359.4716,103.5363,470.9611,314.1024,238.2323,1606.81,1500.733,-147.7891,-14.08975,17.52306,17.39161
10782,582,52045,490,0.2205746,b'STARFORMING',0.02311982,211.4401,53.33872,142.7647,84.68443,12.89925,30.3616,19.93767,15.79732,35.71404,52.26434,-35.45258,-16.5455,19.77124,18.70712
10783,583,52055,477,0.1186485,b'STARBURST',0.02804267,1275.024,248.9926,370.6196,925.4954,67.83732,216.4179,193.8971,55.00154,196.359,208.4296,-47.00884,-32.63915,18.04715,16.90771
10784,583,52055,498,0.04766729,b'STARBURST',0.02698094,893.0368,287.4854,748.5372,76.38102,33.45723,140.56,96.36662,62.36769,474.0592,463.1563,-133.5282,-11.92541,18.89366,18.83408
10785,559,52316,231,0.0420331,b'AGN BROADLINE',0.008660774,693.817,135.0867,435.2498,629.7443,81.29413,254.2401,226.2943,57.63241,228.5224,187.1488,-15.52098,-12.80164,17.62865,16.32861
10786,559,52316,233,0.04186014,b'STARBURST',0.007757806,372.9742,134.5482,289.6634,41.0289,14.95339,64.52455,44.91891,24.02799,188.7771,234.3292,-56.76506,-6.90739,19.27459,19.01871
10787,560,52296,308,0.09528429,b'STARBURST',0.006535916,354.7205,114.3482,172.0624,56.28516,9.81539,64.66446,42.15534,14.81209,151.2932,157.0029,-92.58057,-14.26791,19.68309,19.40699
10788,559,52316,519,0.1639895,b'STARFORMING',0.009381685,600.533,130.9865,115.2449,295.9103,32.06838,118.6931,85.92722,13.33519,117.6991,96.25918,-33.6139,-16.33176,18.71833,17.54645
10789,561,52295,291,0.09067404,b'AGN',0.01004458,432.2009,79.61776,440.8748,501.946,37.15195,72.24013,56.30772,57.70802,43.16224,80.21906,-22.19472,-23.49958,18.68793,17.16934
10790,560,52296,479,0.05086746,b'STARBURST',0.008324858,371.9934,105.4474,219.9649,40.06186,15.54465,63.13305,42.25988,17.62593,139.1085,183.3299,-74.4067,-8.589205,19.7254,19.21611
10791,560,52296,483,0.02972273,b'STARBURST',0.007241438,439.1247,140.5595,255.8086,57.58873,7.829312,71.34306,49.21201,16.38873,156.1725,195.6568,-124.8989,-15.15989,20.04777,19.39126
10792,561,52295,496,0.04618547,b'STARBURST',0.008985172,770.3561,225.5278,1025.944,73.88618,19.1838,78.1155,56.80223,81.56606,238.7759,295.0419,-43.89059,-4.193143,18.41958,17.47157
10793,560,52296,604,0.07426478,b'STARBURST',0.008052328,564.0794,172.6331,259.785,94.81944,20.38034,102.9957,79.65508,17.50636,245.161,266.4743,-80.73207,-13.45445,19.18537,18.9685
10794,608,52081,41,0.1410536,b'AGN',0.01110514,71.75842,15.73612,192.5457,137.2444,25.12199,41.50682,39.18822,22.34273,47.11637,27.49919,-3.765032,-6.81001,18.71993,17.15018
10795,583,52055,557,0.05483521,b'AGN',0.03143216,976.4437,169.7298,556.416,784.9161,62.62428,203.0655,165.9545,48.9308,134.9766,131.5058,-27.14178,-21.19345,18.01265,16.38154
10796,630,52050,341,0.03266048,b'STARBURST',0.007349392,538.8502,170.2751,383.9333,60.90456,12.25824,79.39306,58.07253,27.16269,235.4856,246.8542,-92.08575,-10.90942,19.63189,19.16277
10797,584,52049,393,0.0547813,b'AGN BROADLINE',0.03184544,1452.326,197.5093,864.3072,1279.751,65.74648,177.7568,170.514,96.58019,82.65873,132.9872,-29.78514,-25.96735,17.575,15.99991
10798,628,52083,232,0.1214319,b'STARBURST',0.01089275,964.2351,267.2938,757.3457,118.1999,18.78395,101.0529,81.88707,40.22713,274.7309,280.313,-236.6861,-29.12341,19.49077,19.06541
10799,630,52050,296,0.141223,b'AGN',0.01432432,258.661,55.11525,555.7781,250.1897,27.95685,63.56274,59.60678,57.51979,74.07478,60.60504,-16.87474,-15.66496,18.92521,17.64004
10800,632,52071,297,0.03848298,b'STARBURST',0.01772894,936.7034,301.8158,548.6179,138.5369,35.70961,174.6927,122.2859,36.89371,454.4194,582.4446,-65.69688,-9.971408,18.44288,18.16878
10801,630,52050,153,0.02988752,b'STARFORMING',0.0128154,301.5458,96.21734,93.28855,72.70833,10.24261,59.09614,41.63906,18.03613,126.044,172.0141,-33.56453,-8.116462,19.43796,18.87536
10802,586,52023,482,0.06037531,b'STARFORMING',0.03524114,218.4056,68.35192,197.9344,74.11478,9.605075,45.57297,33.72404,16.11415,86.10538,99.61784,-14.75372,-4.822564,18.72771,17.66766
10803,587,52026,546,0.02793816,b'STARBURST',0.03647922,989.2634,328.9193,786.6497,86.77453,32.16985,145.8583,104.1615,67.57607,543.317,592.0013,-90.22923,-8.190077,18.74825,18.58986
10804,587,52026,587,0.06560856,b'STARBURST',0.03776518,347.143,104.1178,128.4873,69.3497,12.13114,68.46037,45.02695,10.35777,157.6951,159.8366,-57.33044,-11.74931,19.65971,18.92805
10805,588,52045,421,0.04666097,b'STARBURST',0.04458131,657.9366,205.1055,811.0418,89.3339,7.469465,63.40709,49.54306,47.78205,208.7657,230.6979,-136.1238,-17.86162,19.5555,19.05307
10806,588,52029,431,0.04665929,b'STARBURST',0.04458131,599.2959,191.0355,726.1619,85.00417,10.8787,59.6399,42.78254,29.6558,172.694,196.8663,-121.4428,-17.72402,19.5555,19.05307
10807,588,52045,507,0.1284054,b'AGN',0.0429943,185.0198,42.61171,222.208,101.3837,12.09114,51.83189,31.93955,21.28753,55.57227,55.0014,-17.24388,-9.215539,19.7013,18.13214
10808,588,52029,558,0.03201095,b'STARBURST',0.04704897,886.989,278.4425,687.3007,116.5713,23.9199,130.6173,97.09252,56.81771,343.7856,360.1789,-43.74265,-5.770425,18.18536,17.66939
10809,588,52045,559,0.03200262,b'STARBURST',0.04704897,931.4978,287.6892,735.2653,120.5093,27.2254,135.9719,98.88113,51.83886,367.2097,334.5975,-46.62106,-6.181725,18.18536,17.66939
10810,589,52055,630,0.0887671,b'STARBURST',0.04282342,3075.045,671.7101,307.2286,1348.893,97.1183,474.4904,401.6972,30.55908,413.1676,501.2582,-73.1376,-30.76542,17.51049,16.41368
10811,590,52057,394,0.04001288,b'STARBURST',0.04208394,399.8179,121.0442,255.8118,33.82477,14.74427,67.52564,46.57227,24.60254,207.6135,230.3424,-64.56756,-4.991137,19.42315,18.96788
10812,591,52022,338,0.07854756,b'AGN',0.04025576,464.8111,108.1489,1045.768,364.7826,54.71875,132.1915,122.6797,74.50948,138.478,92.07889,-34.87139,-27.06317,19.05648,17.57966
10813,582,52045,398,0.1429953,b'AGN',0.02684028,144.8933,31.26366,168.6404,110.8083,12.49539,37.17084,33.86694,19.00685,40.01235,34.16429,-20.30853,-15.33102,19.81422,18.30157
10814,583,52055,466,0.1307836,b'AGN',0.02531163,467.3233,113.9962,1373.277,469.7145,46.88937,102.2716,88.32048,105.0385,113.1212,81.96106,-46.28337,-43.98465,19.57552,17.97497
10815,587,52026,575,0.1571748,b'STARBURST',0.03802526,936.0558,228.095,538.859,366.6871,46.41365,152.2122,119.0365,48.21489,255.9136,189.4529,-82.90072,-31.52569,18.99158,17.96865
10816,587,52026,611,0.08235738,b'AGN',0.04830271,335.9425,92.45793,306.3445,194.8856,25.40428,90.11681,67.87022,27.6911,101.6769,123.9325,-35.43458,-20.38009,19.44991,18.28449
10817,588,52045,376,0.04681206,b'AGN',0.0501653,500.6664,110.0396,324.0399,583.1511,131.5666,318.2119,263.596,44.68103,245.3093,257.7671,-7.275787,-8.022108,17.67981,15.80363
10818,588,52029,378,0.04681957,b'AGN',0.0501653,494.7781,97.04134,314.6016,534.3066,140.2177,307.4323,240.9952,50.23825,192.5812,251.1288,-7.15976,-7.417655,17.67981,15.80363
10819,588,52045,523,0.0455115,b'STARBURST',0.03960501,361.0866,107.3464,174.8745,57.07732,13.55176,65.98765,46.51018,19.652,182.7141,186.9578,-47.15345,-7.172022,19.38086,18.76744
10820,588,52029,538,0.04549197,b'STARBURST',0.03960501,367.3181,117.3891,194.1324,59.14882,12.49875,68.79519,46.79396,28.29902,204.2689,209.9429,-49.12175,-7.067613,19.38086,18.76744
10821,588,52029,563,0.1288141,b'AGN',0.03764079,313.7878,76.07404,395.0084,209.5827,22.12881,88.21379,60.13417,36.85628,63.70921,105.5511,-26.93392,-16.53141,19.42686,17.88554
10822,588,52045,574,0.1288055,b'AGN',0.03764079,328.7534,72.91431,422.962,217.3877,27.21234,85.34588,62.55414,34.49628,60.55948,130.9421,-28.50547,-17.15477,19.42686,17.88554
10823,609,52339,215,0.1419182,b'STARBURST',0.01645441,1330.755,279.5033,275.7219,423.7488,64.85203,243.0749,193.0243,23.13539,265.2977,402.4242,-95.81783,-30.41715,18.70488,17.61724
10824,613,52345,342,0.1820274,b'STARBURST',0.01252571,1727.141,540.8474,2184.079,154.6725,33.29859,116.7645,91.72192,150.0301,466.2454,421.0138,-542.6177,-50.49088,19.23094,19.27701
10825,617,52072,278,0.07417687,b'AGN BROADLINE',0.01692246,1890.849,388.4751,2001.904,2082.999,349.4496,380.4498,460.9724,289.0969,410.149,492.1899,-76.8452,-61.23285,17.86664,16.73623
10826,619,52056,303,0.06764969,b'STARBURST',0.01882168,1012.202,277.9722,802.4948,74.17769,20.66138,121.9693,84.268,50.16932,360.4564,452.5173,-231.2044,-18.13564,19.43198,19.05232
10827,621,52055,269,0.03815426,b'AGN',0.01556427,589.5819,121.5645,210.8404,610.8361,88.11756,260.8775,191.0134,36.7248,202.1646,149.0379,-14.54286,-14.19005,17.84679,16.24323
10828,620,52375,626,0.04737253,b'STARBURST',0.01792545,1212.396,361.5161,956.7967,116.4238,37.47543,171.0515,120.3574,80.79882,559.9611,602.4279,-119.9686,-11.90842,18.47092,18.25443
10829,611,52055,148,0.04424347,b'STARBURST',0.01638414,1571.148,454.3438,218.2502,458.4491,36.04829,278.01,196.3257,28.75681,420.1261,447.3376,-64.11918,-18.52671,17.90939,17.32699
10830,617,52072,430,0.1394449,b'STARBURST',0.01112412,890.7959,232.2146,493.0702,186.504,38.36116,146.3437,113.668,39.24856,296.5208,306.8824,-71.21257,-15.1228,18.45839,17.90986
10831,632,52071,177,0.1151771,b'',0.01711108,688.6937,217.327,548.9316,75.05331,14.57115,90.20179,66.02049,42.3654,252.9347,306.1607,-160.3531,-18.06568,19.37087,18.97864
10832,611,52055,476,0.06487551,b'STARBURST',0.01404247,1261.197,355.0641,575.5575,221.6483,38.32499,191.9318,128.8279,30.37398,441.1854,459.7343,-81.38308,-14.79636,18.38288,17.89269
10833,628,52083,525,0.03321271,b'STARFORMING',0.0109818,223.9406,71.56906,132.7889,98.69714,30.51541,74.59261,60.81523,16.46375,133.6068,128.5344,-7.961266,-3.557739,17.86377,16.67071
10834,631,52079,307,0.03231629,b'STARBURST',0.01427566,771.9869,257.0684,995.6943,29.00787,15.68509,66.35458,48.50356,74.78753,258.9555,243.4503,-256.4735,-9.807507,19.80744,20.17237
10835,630,52050,509,0.1190018,b'AGN',0.01925866,108.7393,27.63453,168.7324,140.2298,16.45706,48.40141,36.35725,23.35709,53.28662,49.33569,-6.862254,-9.533994,19.32588,17.62462
10836,611,52055,482,0.04515773,b'STARBURST',0.01200573,685.4511,196.6619,401.522,99.77669,20.50228,119.9983,86.30469,26.13337,212.8953,267.064,-58.34492,-8.797366,18.69678,18.31064
10837,609,52339,552,0.04227294,b'AGN',0.01692499,568.9981,138.6922,1136.45,384.9896,58.40631,185.0837,150.2178,107.221,287.4146,144.332,-11.86768,-7.80271,17.55062,16.14212
10838,609,52339,582,0.06245754,b'STARBURST',0.0161888,1363.459,333.0094,180.6952,507.8068,38.64506,231.7183,173.1048,22.05111,297.0313,318.5642,-46.80314,-17.46769,17.71638,17.04127
10839,609,52339,581,0.0426607,b'AGN',0.01628694,416.7009,53.38185,101.3042,503.1652,35.63758,104.1988,77.71319,25.412,117.2827,48.45683,-9.131473,-10.71333,17.95124,16.12156
10840,613,52345,568,0.02467802,b'STARBURST',0.01270077,556.1094,173.9354,311.6242,66.89495,13.2076,103.8263,65.28789,18.96692,366.1017,203.4744,-84.25288,-10.19939,19.22289,19.00689
10841,617,52072,454,0.07369525,b'STARBURST',0.01257334,591.0479,186.0761,515.6998,59.41066,15.71405,75.30343,57.97058,36.15498,265.2885,316.5929,-135.5942,-13.9627,19.44304,19.12254
10842,621,52055,624,0.06407999,b'STARBURST',0.01307613,958.8612,293.3258,1208.688,50.01278,15.44042,84.11746,60.95893,93.82367,357.6296,366.0344,-227.3645,-12.63905,19.16855,19.04862
10843,621,52055,618,0.1020042,b'STARBURST',0.009581332,1506.418,455.6134,1734.559,75.10143,41.44753,157.0145,105.5548,130.627,652.4227,638.9479,-280.0867,-20.03958,18.94819,18.912
